-5, 15, 12, 9, 8, 7, -1, 7, 0, 2, -5, 11, 1, -1, 7, -3, -4, 8, -1, -2, -1, -1, 12, -1, -6, 1, 6, 9, 5, 0, 13, 12, 6, 2, 13, 5, -2, -15, 6, -3, 18, -7, 4, -8, -3, -5, 1, 6, -4, 3, 9, 11, 15, -12, 8, 17, 9, 7, 0, 7, 10, 3, 13, 0, -10, 13, 3, 9, -5, 1, -9, 7, 4, 7, -19, 18, 1, -4, 2, -6, 2, -3, 19, 13, -2, -2, 2, -4, -9, -7, -7, 11, -5, 3, -1, 6, -13, 4, 18, 7, 4, 2, 2, 4, -14, 6, 7, 2, -13, 15, -12, -8, -4, -4, 1, 6, 16, -14, -6, 3, 13, 13, 8, -1, -4, 5, 6, 25
-12, -30, -8, 10, 12, 1, 0, -9, 2, -15, 20, -12, 9, -3, 18, 13, 5, -9, 25, 2, -2, 10, -7, 6, 2, -8, -19, 10, -9, -40, -7, 10, -2, -29, -28, 11, -4, -25, -2, -13, -2, -19, -15, -8, 12, 0, 0, -28, 24, -12, -20, -6, -3, 16, 7, -14, -15, 0, -7, 7, -3, 4, 1, -12, -16, 6, 7, -3, 14, -16, 2, -7, -14, 1, -16, -13, 0, -9, 0, 13, -20, -5, -17, 8, -19, -27, 3, 7, 14, -23, 16, -15, 1, 0, 6, -9, -18, 6, -13, -12, 11, 0, 7, 1, 6, -21, -2, -6, 5, 0, 9, -12, -37, 5, -7, -2, 23, 3, -12, -24, -3, 4, -6, -9, 17, -10, -11, -12
-1, -4, 1, -12, 5, 5, 11, -7, 3, -1, 12, -16, 2, 4, 7, 9, -3, -3, 8, -5, 9, -2, 7, -5, 10, -26, 8, -10, 11, -10, 4, -16, -4, 4, -4, -5, 4, -17, 3, -3, 0, 2, 16, -6, -6, 11, -3, -2, -12, 12, -14, -10, -6, -2, 0, -16, -6, 0, 1, -5, 7, 3, -4, 0, -1, 7, -1, 1, -11, -13, 8, 1, -1, 2, 5, 6, 4, 3, 10, -16, 7, 14, -5, 3, -9, -6, -6, -3, -1, -7, -11, -4, -5, 0, -3, 4, 15, 7, -34, 3, -2, 1, -2, 15, -1, -3, -7, -3, 7, -1, 3, 8, -10, 4, -11, 8, -2, 17, -2, -2, -8, 4, 4, -3, 1, -1, 1, 16
1, 0, 1, -3, -8, 1, 4, -3, -6, 2, 6, 6, -8, 3, 3, 1, 6, -7, -31, 5, 1, 4, -7, 0, 10, -1, 1, 6, 3, 0, -2, -9, -2, -3, 0, -13, 1, 2, -1, 2, -3, -1, 1, 4, 4, -2, -6, -2, 6, 2, -18, 1, -3, 1, 1, -13, 7, 2, 0, -18, 4, -11, 1, -1, 1, -6, -3, -2, -3, 0, -1, 6, -8, 2, 2, 4, -6, -1, -7, 1, -7, 0, 3, 1, 4, 2, 5, -1, -5, -15, 2, -2, 2, 0, 2, 8, 3, 5, -3, -4, 2, -3, 2, 4, -1, -2, 2, 1, -2, -3, 2, 3, -1, -3, 0, -4, 1, -22, 0, -1, 0, 3, 4, 6, 5, 10, -1, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, -9, 5, -12, -2, -8, 10, 12, -15, 0, 2, -3, -8, -5, 6, -4, 17, -17, -11, 6, -2, -6, -2, 0, -6, 3, 4, 4, -9, -13, -1, -8, -10, -8, 7, -9, 2, -6, 3, -7, 17, -1, 10, 0, 1, 10, -9, -4, 12, -1, -31, -5, -8, 8, -9, -4, 16, -1, -6, -20, 9, 10, 12, 2, -20, -1, 1, 1, -13, -7, -15, 6, -7, 4, 9, 2, -5, -6, -8, -14, 0, 7, 5, 20, 1, -6, 8, -14, 2, -30, -6, 0, -2, -6, -18, 3, 6, -10, -25, -22, -2, -9, 3, 7, -3, -8, 1, 6, -5, 3, 5, 12, -2, -3, -9, 1, -3, 6, 9, -12, -16, -2, 4, 0, -4, 0, 6, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-4, 5, 4, 1, 1, -1, 1, 0, 0, -6, 1, 1, -1, 0, 3, 2, -4, 2, 6, 1, 10, 1, -1, -4, 1, 2, -15, 0, 3, -2, 2, -7, -3, -1, -4, 1, -2, 3, -1, -2, -1, -6, 5, -3, 1, 5, 5, 0, 0, 2, 0, -2, -9, 0, 0, 2, -2, 6, 0, -1, -1, -3, -2, -6, 0, -1, -1, -2, 0, 0, 1, -1, 4, 5, 0, 3, 1, 1, 7, 4, 0, 3, -3, 4, -1, -4, -1, 4, 0, 0, -1, -2, 3, -5, 4, -1, 1, 3, -5, 1, 5, 4, 8, 2, 2, 6, 0, -2, 6, -5, 0, 1, 4, 6, 2, 1, 1, 2, -2, 2, 1, -1, 2, -1, -5, 1, -6, 4
-1, 0, 1, 7, -9, 1, 3, 2, 1, 5, -4, 8, -9, 1, -2, 4, 1, 0, 4, 2, -3, -6, 4, -1, -2, -4, 5, -1, 1, 6, 2, 4, 0, 0, 1, 1, 1, -1, 2, 3, 4, -2, -6, 0, -6, -1, 0, 3, -1, 8, 3, 3, 4, -9, -3, 2, 0, 1, -3, -2, 6, -1, 2, -2, 1, 0, 0, 3, 2, 0, 3, -2, -1, 1, -8, 0, -7, 0, 8, 3, 4, 5, 1, 5, -3, -5, 1, -4, 0, 3, -5, -2, 4, -3, 0, -3, -1, -7, 5, 3, 5, 0, -9, 3, -1, 1, 2, -2, -5, -4, -5, -1, 5, -2, -4, 2, 5, -6, -1, 3, 0, -4, 6, -3, -1, 1, 2, 9
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, -2, 0, -1, 4, 1, 2, -1, 0, 5, 9, -2, 5, 1, 0, 5, 2, 0, 2, -6, -2, -2, -1, -3, 5, -13, 8, -3, -1, -1, 0, -7, -2, 2, 2, -2, 2, -2, -1, 1, -1, 4, 1, -4, 0, 4, 3, -3, 2, 2, -11, -2, -1, -1, -1, -5, -2, -1, -1, 1, 1, 2, 1, -3, -1, 3, -1, 1, 2, -8, 5, -1, -1, 5, -2, 0, 6, 1, 8, -6, -1, 6, -4, 1, -1, -5, -1, 0, 4, -5, -2, -1, 0, 1, 0, 1, 5, 1, -13, 4, -1, 0, -3, 4, -2, -6, -4, 1, 0, 1, 0, 1, 0, 0, -16, 3, 0, 8, 2, -3, -5, 5, 0, -3, 2, -3, 2, 5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, -5, 8, -11, -10, -24, -24, -7, 14, 17, 4, -3, -46, 4, -5, -8, 31, 0, -12, 12, 2, -24, -1, 0, -1, 2, 46, 30, -13, 16, 8, -9, -45, -17, -5, 5, 21, -10, -4, 13, 18, 23, 35, 13, 11, 19, -9, 2, 5, -3, 11, -1, 7, -12, -21, 11, 14, 9, -8, -26, -12, -2, -15, 7, -29, 25, -9, 9, -35, -18, -3, -7, 13, -2, -21, 10, -30, -16, -10, 24, -12, -8, -8, 5, -21, -2, 5, -15, -3, 11, -33, -2, 9, -3, 1, 1, 10, -8, 5, -22, -17, -19, -17, 6, 2, -1, 4, 10, -4, 18, -17, 1, 13, -15, -7, 2, 16, -41, 9, -21, -24, -6, -22, 11, -3, -18, 1, -17
1, -4, 6, -6, 1, -5, 9, 4, 6, 6, 1, 5, 0, -1, 0, 4, -3, 2, 6, 0, 0, 2, 3, -1, -2, -15, -15, -14, 0, 3, -2, 3, 1, 0, 2, -5, 4, -12, -5, 2, 1, -1, 0, 8, -2, 1, -4, 8, -13, 4, 3, 0, 3, -3, 2, 0, -1, 15, -7, 2, -1, 2, -2, 9, 10, -1, -12, 2, -5, 2, -2, -5, -1, -8, -4, 2, -8, -2, -5, 0, 5, -1, -3, -9, -6, 3, -4, 1, -4, 4, -3, -1, -4, 2, 3, 0, 6, 2, 6, -4, -26, -3, -7, -7, -5, -3, 2, 2, 2, 5, -1, 8, -6, -1, 3, -1, -4, 3, 3, 3, 0, -7, -3, 1, 3, -10, 1, -5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, -1, -4, -1, -3, 0, -3, 1, -5, -2, -2, 0, -5, -5, -2, 3, 5, -4, 4, 0, -5, -10, 0, 4, -8, 3, -8, 5, -1, -5, 5, -1, -1, 4, -7, -5, 3, -3, 7, -4, 5, -1, 2, -4, -1, 5, -4, -3, 2, -4, 2, -1, 5, -5, 3, -8, 1, -11, 2, 7, 6, -5, -3, -2, -1, 1, 7, -3, -4, 0, -3, -1, 1, -2, 4, -2, -3, 1, 0, -2, 1, 3, -2, 9, -1, -3, 4, -1, 4, -19, 0, 5, -2, 3, -10, 1, 0, -9, -5, 0, 2, 3, 0, -2, -1, -1, -5, 1, -12, 2, 2, -3, 0, -3, 7, 4, 4, 2, 2, -2, -2, 0, -2, -2, -2, -1, 1, -3
